f_gender,f_age,f_height,f_shoe_size*,f_number_of_pets*,f_platinum_albums*,f_weekly_workouts*,f_number_of_siblings*,f_pokemon_collected*,f_facebook_friends_count,f_facebook_photos_count,m_gender,m_age,m_height,m_shoe_size*,m_number_of_pets*,m_platinum_albums*,m_weekly_workouts*,m_number_of_siblings*,m_pokemon_collected*,m_facebook_friends_count,m_facebook_photos_count,members_became_friends
female,23,63,6,8,7.5,8,8,7,751,230,male,24,71,4,8,7,7.5,8,7.5,1226,485,TRUE
female,25,64,4.5,8,7.5,8.5,7.5,7,807,214,male,25,74,6.5,8,7.5,8,8,7.5,960,158,TRUE
female,26,64,6.5,8,7,8,7,7.5,1824,230,male,27,67,6,7.5,7,7.5,8,7.5,807,443,FALSE
female,24,65,5.5,8,7.5,8,7.5,7.5,592,454,male,25,70,4,8,7.5,8,8.5,7.5,1406,431,TRUE
female,23,65,5,7.5,7.5,7.5,8,7.5,1281,472,male,25,75,5.5,8.5,7.5,8,8,7.5,1630,490,FALSE
female,25,66,5.5,8,7,8.5,7.5,7,1032,230,male,25,72,5.5,8,7,7.5,8,7.5,553,230,TRUE
female,27,62,5.5,7.5,7,8,7,7,1060,400,male,25,68,5,7.5,7.5,8,7,7.5,597,387,TRUE
female,27,68,6,7.5,7.5,8,7,7,1004,463,male,27,72,6,8,7.5,8,7,7.5,531,440,TRUE
female,23,68,7.5,7.5,8,7.5,8,7.5,2622,604,male,29,68,6,7.5,7.5,7.5,7,7.5,1081,482,FALSE
female,23,68,6,7.5,7.5,8,8,7.5,1092,531,male,27,74,6,7.5,7.5,7.5,8,7.5,685,134,TRUE
female,29,65,6.5,7.5,7.5,8,8,7.5,558,420,male,31,70,6.5,8,7,7.5,7.5,7.5,716,492,FALSE
female,25,63,6.5,8,7,8,7,7,286,31,male,27,67,5,8.5,7,8.5,8,7.5,1597,230,FALSE
female,24,63,5.5,8,7.5,8,8,7.5,809,487,male,23,73,6,7.5,7.5,7.5,8.5,8,681,466,TRUE
female,28,63,5.5,7.5,7.5,7.5,7,7.5,365,332,male,31,73,5,7.5,7,7,7.5,7.5,360,175,FALSE
female,25,64,6.5,7.5,7.5,7.5,7.5,7.5,998,230,male,26,73,7,7.5,7.5,7.5,7.5,7.5,403,230,TRUE
female,27,65,7.5,7.5,8,7.5,8,8,1222,355,male,25,72,7,8,7.5,8,8,7.5,1379,473,TRUE
female,26,65,6.5,8,7.5,8,7,7.5,953,429,male,25,73,6.5,7.5,7,7.5,7.5,7.5,1484,440,TRUE
female,27,68,8,7.5,7.5,7.5,7.5,7.5,772,214,male,25,72,6,7.5,7.5,8,7.5,7.5,1307,224,TRUE
female,25,68,7.5,7.5,7.5,7.5,7.5,7.5,834,341,male,25,69,6.5,8,7.5,7.5,7.5,7.5,1159,450,FALSE
female,26,65,5,8,7.5,8,7.5,7.5,1092,554,male,30,48,4.5,8,7.5,8,7.5,7.5,781,346,TRUE
female,23,69,5,8,7,8,7.5,7.5,1246,509,male,24,72,4,8,7,8,7,7,331,402,FALSE
female,28,66,4,8,7,8,7,7,705,470,male,24,71,6,8,7,8,6.5,7,579,200,TRUE
female,23,66,6,8,7.5,8.5,7.5,7.5,936,230,male,23,71,6.5,8,7.5,8,7.5,7.5,536,210,TRUE
female,28,64,7,8,8,8,8,8,926,421,male,29,68,7,7.5,7.5,7.5,8,7.5,379,106,FALSE
female,28,63,6,8,8,8,7.5,7.5,898,599,male,27,74,6,8,8,8,8,7.5,1163,448,FALSE
female,25,67,6.5,7.5,7.5,7.5,8,7.5,1243,464,male,27,78,6.5,7.5,7.5,7.5,8.5,7.5,894,376,FALSE
female,25,70,6,8,7,8,7,7.5,791,451,male,31,70,5,8,7,8,7,7,428,541,FALSE
female,27,65,6.5,7.5,7.5,7.5,7,7.5,1295,230,male,27,74,7.5,7.5,7.5,8,7.5,7.5,1455,120,FALSE
female,23,64,5.5,7.5,7.5,8,7.5,7.5,1610,417,male,23,68,5.5,8,7.5,7.5,8,8,933,432,TRUE
female,25,64,5.5,8,7.5,7.5,7,7.5,552,229,male,25,72,5.5,7.5,7,8,7,7.5,445,230,FALSE
female,25,63,4.5,8,7,8,7.5,7.5,830,543,male,28,74,4.5,8,7,8,7,7,723,193,FALSE
female,22,68,5.5,8,7.5,8,7.5,7.5,887,230,male,28,73,5,8,7.5,8.5,7.5,7.5,911,230,FALSE
female,25,66,5,7.5,7,7.5,7,6.5,631,370,male,28,70,5,7.5,7,7.5,7.5,7.5,645,438,TRUE
female,28,64,6,7.5,7.5,7.5,7.5,7.5,646,203,male,32,74,7,7.5,7.5,7.5,7.5,7.5,732,499,TRUE
female,28,69,5.5,8,7.5,7.5,8.5,7.5,702,485,male,26,72,5,7.5,7,7.5,8,8,744,129,FALSE
female,26,65,8,7.5,8,8,7.5,7.5,902,809,male,26,67,5,7.5,7.5,7.5,8.5,7.5,1372,255,TRUE
female,23,72,5,7.5,7.5,7.5,7.5,7.5,975,468,male,23,72,5.5,8,7,8,7.5,7.5,772,446,FALSE
female,27,68,6.5,7.5,7,8,8,8,848,230,male,28,73,6.5,8,7.5,8,8,7.5,636,329,TRUE
female,23,62,5,8,7,7.5,8.5,7.5,1440,228,male,25,69,6,8,7,7.5,8,7.5,335,110,TRUE
female,25,64,6,8,7.5,8,7.5,7.5,1673,514,male,25,70,5.5,7.5,7.5,7.5,8,7,341,176,FALSE
female,29,62,7,7,7.5,7.5,7.5,7.5,519,521,male,29,70,5,6.5,5,6.5,7,6,1148,600,FALSE
female,24,70,6.5,8,7.5,8.5,7,7.5,1555,230,male,27,70,5.5,7.5,7,7.5,7,6.5,465,71,FALSE
female,24,63,7.5,7.5,7.5,7.5,8.5,8,1364,221,male,25,72,5,7.5,7.5,7.5,7.5,8,1236,451,TRUE
female,22,64,8,7.5,8,7.5,7.5,7.5,1136,230,male,25,75,6,7.5,7,7.5,7.5,7.5,544,227,FALSE
female,25,65,5.5,8,7.5,8,7.5,7.5,1059,33,male,25,70,6,8,7.5,8,8,7.5,506,376,TRUE
female,28,66,5.5,8,7.5,8,8,7,638,299,male,27,69,6,8,8,8,8.5,7.5,899,207,TRUE
female,27,64,4.5,7.5,7.5,7.5,7.5,7.5,396,49,male,27,68,6,7.5,6.5,6,7.5,7.5,524,135,TRUE
female,25,66,5.5,8,7.5,8,7.5,7.5,1457,230,male,28,69,5,8.5,7.5,8.5,8,7.5,758,230,TRUE
female,26,65,5.5,8,7.5,8,7.5,7.5,1131,229,male,27,72,6,8,7.5,7.5,7.5,7.5,926,293,FALSE
female,23,69,5.5,8,7.5,8,8,7.5,1439,629,male,24,69,6,8,7,7.5,7.5,7,1584,431,TRUE
female,27,68,7,8,7.5,7.5,7.5,7.5,2115,611,male,28,58,6.5,8,7.5,8,7.5,7.5,689,224,TRUE
female,25,67,6.5,7.5,7.5,8,8,7.5,663,230,male,26,69,6,8,7.5,7.5,8,7.5,228,220,TRUE
female,25,63,5.5,7.5,7.5,7.5,7.5,7.5,697,876,male,29,70,6,8.5,8,8,8.5,7.5,719,62,TRUE
female,23,66,6,8,7.5,8,7,7,1250,431,male,23,70,6,8,7.5,8,7.5,7.5,861,229,TRUE
female,24,66,5.5,7.5,7,8,7,7.5,524,225,male,25,67,6,8,7,8,7,7,604,219,FALSE
female,24,63,6,7.5,7.5,7.5,7,7.5,1004,452,male,24,71,6,8,7.5,7.5,7.5,7.5,815,287,TRUE
female,26,63,5.5,7.5,8,7.5,8.5,8,575,235,male,28,67,4.5,8.5,7.5,8,8.5,7.5,853,229,FALSE
female,23,69,5,7.5,7.5,7.5,7.5,7.5,341,227,male,24,73,5,7.5,7.5,7.5,8,7.5,505,229,FALSE
female,24,71,5.5,7.5,7.5,7.5,7.5,7.5,153,434,male,26,74,4,8,7,8,8.5,7.5,428,98,FALSE
female,27,60,5,8.5,7.5,8,8.5,7.5,1376,730,male,29,66,4.5,8,7,8,7,7.5,480,406,TRUE
female,23,63,4.5,7.5,7,8,8.5,8,687,472,male,23,73,4.5,8,7.5,7.5,8,7.5,986,421,FALSE
female,28,62,6,8,7.5,7.5,7.5,7.5,685,230,male,31,67,4.5,8.5,7.5,8,8,7.5,726,225,FALSE
female,23,69,5,8,7.5,8,7,7.5,1374,489,male,24,73,4.5,8,7,8,7,7.5,781,431,FALSE
female,23,64,6,7.5,7.5,8,7.5,7.5,1191,434,male,23,72,5.5,7.5,7,8,7.5,7.5,864,506,TRUE
female,25,64,5,7.5,7.5,7.5,7.5,7.5,760,230,male,27,70,5.5,7.5,6.5,7,7,7,903,403,TRUE
female,25,68,5.5,7.5,7.5,7.5,7,7,637,230,male,28,75,5,7.5,7.5,7.5,7.5,7.5,306,81,FALSE
female,23,67,7,8,7.5,8,8,7.5,1430,396,male,24,71,6.5,8,8,8,8.5,7.5,1327,402,TRUE
female,26,66,6.5,8,7.5,8,7.5,7,1217,226,male,25,75,5.5,8,7.5,7.5,8.5,7.5,391,168,TRUE
female,26,64,6,7.5,8,7.5,7.5,7.5,1413,545,male,26,72,5.5,7.5,7.5,7.5,8,7.5,998,250,TRUE
female,26,65,6,7.5,7.5,7.5,8,7,867,171,male,25,67,5,7.5,7.5,8,8,7.5,545,247,FALSE
female,25,64,5.5,7.5,8,7.5,7.5,7.5,808,390,male,25,65,5,8,7.5,8,7.5,7,1594,382,TRUE
female,22,69,5.5,8,7.5,8,8,7.5,928,491,male,24,69,4.5,8.5,7.5,8.5,7.5,7.5,1258,499,TRUE
female,25,68,7,7.5,7.5,8,7.5,7.5,784,486,male,24,76,6.5,8,7.5,8,7,7,1277,445,FALSE
female,23,70,6.5,7.5,8,8,7.5,7,1731,230,male,29,71,6.5,7.5,7.5,7.5,7.5,7.5,182,126,FALSE
female,23,64,6.5,7.5,7.5,8,7.5,7.5,716,230,male,25,75,6,8,7.5,8.5,8,7.5,960,229,FALSE
female,23,64,4.5,7.5,7.5,7.5,8,7,777,502,male,24,68,5,7.5,7,7.5,7,7,362,249,FALSE
female,23,67,6,8,7.5,8,7.5,7.5,1777,441,male,24,73,5.5,8,7.5,8,8.5,7.5,1176,428,TRUE
female,25,68,6.5,7.5,8,8,8,7.5,1065,215,male,24,70,6.5,8,7.5,8,7.5,7.5,519,18,FALSE
female,28,67,6,7.5,7.5,7.5,7.5,7.5,937,220,male,26,70,6,7.5,7.5,7.5,7.5,7.5,645,229,FALSE
female,25,63,4.5,8,7.5,8,7,7.5,461,230,male,25,78,6,7.5,7.5,7.5,7.5,7.5,531,214,TRUE
female,25,63,6,8,6.5,7.5,6.5,7,496,230,male,25,68,5.5,7.5,7.5,7.5,7.5,7.5,353,140,TRUE
female,25,66,6,7.5,7.5,7.5,8.5,7.5,909,223,male,27,72,6.5,7.5,7.5,7.5,7.5,7.5,559,208,FALSE
female,24,64,5,8,7.5,8,7.5,7.5,539,230,male,24,67,4.5,8,7.5,8,7.5,7.5,487,199,FALSE
female,22,65,6.5,7.5,7.5,7.5,7.5,7.5,1088,230,male,25,70,6.5,8,7.5,8,7.5,7.5,779,230,TRUE
female,25,63,6.5,7.5,7.5,7.5,7.5,7.5,708,229,male,28,68,5.5,7.5,7.5,7.5,7.5,7.5,2120,215,FALSE
female,27,62,5,8.5,7,8,7,7,470,481,male,28,73,5.5,7.5,6.5,7.5,7,7,504,445,FALSE
female,24,66,3.5,8.5,7.5,8,7.5,7.5,983,518,male,27,71,5,8,7.5,7.5,8.5,7.5,672,148,TRUE
female,27,64,6,8,7.5,7.5,8.5,7.5,1479,567,male,26,69,7.5,7.5,7.5,7.5,8,8,712,449,TRUE
female,22,64,5.5,8,7.5,8,7.5,7,1452,526,male,22,75,5.5,8,7.5,8,7.5,7.5,491,230,TRUE
female,23,62,5.5,7.5,7,7.5,7,6.5,965,228,male,28,72,6.5,7.5,7,7.5,7,7.5,774,60,TRUE
female,28,63,4.5,8,7.5,8,8,7.5,527,361,male,27,72,6,7.5,7.5,7.5,7.5,7.5,1193,354,FALSE
female,24,65,4.5,8,7,8,7.5,7.5,644,477,male,24,73,6.5,8.5,7,8.5,8.5,7.5,823,414,TRUE
female,26,63,5,7.5,7.5,8,7,6.5,858,400,male,25,76,5.5,8,7,8,7.5,7.5,562,401,FALSE
female,26,64,5.5,8,7,8,7.5,6.5,485,181,male,25,72,6.5,8,6.5,8,7.5,7,1821,735,FALSE
female,24,68,5.5,7.5,7.5,7.5,7,7,911,619,male,28,72,4.5,8,7.5,8,8.5,7.5,641,133,TRUE
female,29,66,4,7.5,7.5,7.5,8,8,475,214,male,30,67,5.5,8,7.5,8,8,7.5,332,136,TRUE
female,25,60,6,8,7,8,7,7.5,410,48,male,25,69,5,7.5,7,7.5,7,7.5,316,95,FALSE
female,23,67,6.5,7,7,7.5,7.5,7,796,226,male,25,74,6.5,6.5,6.5,7.5,6.5,7,407,198,FALSE
female,25,62,6.5,7.5,7.5,8,7,7,546,723,male,24,71,5.5,7.5,7.5,7.5,7.5,7.5,656,459,TRUE
female,28,63,6.5,7.5,7.5,7.5,7.5,7.5,1028,402,male,28,76,6,7.5,7.5,7.5,7.5,7.5,841,223,FALSE
female,27,67,5,8,7,8,7.5,7.5,474,456,male,25,70,5.5,7.5,6.5,7.5,7,7.5,2137,498,TRUE
female,22,67,5.5,8.5,7,8,7.5,7,531,228,male,23,68,6,8,7,8,7.5,7,237,229,TRUE
female,23,66,4,7.5,7,7.5,7,6,979,717,male,23,68,4,7.5,7,7,8,7.5,200,115,TRUE
female,26,70,5,7.5,7.5,7.5,7,7.5,472,640,male,32,73,6,7.5,7.5,7.5,8,7.5,792,213,FALSE
female,25,60,5.5,8,7.5,8,7,7,908,360,male,25,74,5,8,7.5,8,7,7,910,412,FALSE
female,22,64,6.5,8,7.5,8,7.5,7.5,979,216,male,23,68,6.5,8,8,8,7.5,7.5,1059,230,FALSE
female,26,69,7,7.5,7,8,7,7.5,1165,506,male,27,73,5.5,8,7.5,8,8,7.5,747,180,TRUE
female,23,63,5,8,7.5,8,7.5,7.5,409,230,male,21,75,5.5,8,7.5,8,8,7.5,1266,230,FALSE
female,25,68,8,7.5,7.5,7.5,7.5,7.5,1535,230,male,24,74,6.5,8,6.5,8,6.5,7,799,223,TRUE
female,25,63,5,7.5,7,7.5,7,7.5,972,465,male,25,72,5,7.5,8,7.5,8.5,7.5,1877,445,TRUE
female,29,65,5.5,7.5,7.5,7.5,8,7.5,905,213,male,27,69,6,7.5,7.5,7.5,7.5,7.5,646,224,TRUE
female,25,67,6,8,7.5,7.5,7,7.5,619,177,male,26,72,5.5,7.5,7.5,7.5,7,7,583,275,TRUE
female,25,63,5,7.5,7.5,7.5,8,7.5,738,416,male,28,71,5.5,7.5,7.5,7.5,7.5,7.5,1428,230,TRUE
female,22,64,6,7.5,7.5,7.5,7,7,1170,230,male,22,73,6,7.5,7.5,7.5,7.5,7.5,1468,230,FALSE
female,25,65,5.5,7.5,7.5,7.5,7.5,7.5,886,459,male,26,70,5.5,8,7.5,8,7.5,7.5,831,472,TRUE
female,23,65,6,8,7.5,8,7.5,7.5,2164,502,male,24,72,6,8,7,8,7.5,7.5,1318,475,TRUE
female,23,65,6.5,8,7.5,7.5,7.5,7.5,1079,426,male,23,73,6.5,8,7.5,8,7,7.5,869,448,FALSE
female,29,62,6,7.5,7.5,7.5,7.5,7.5,527,230,male,27,69,5.5,7.5,7.5,7.5,7.5,7.5,537,225,FALSE
female,28,71,6,7.5,7.5,7.5,7,7.5,599,234,male,28,73,6.5,8,7.5,7.5,7.5,7.5,1259,224,TRUE
female,24,60,6,7.5,7.5,7.5,7,7.5,756,474,male,24,70,7,7.5,7.5,7.5,6.5,7,904,63,TRUE
female,23,65,6,7.5,7.5,8,7.5,7.5,1311,528,male,26,72,6.5,7.5,7,7.5,7.5,7.5,978,600,FALSE
female,25,67,6.5,7.5,7.5,7.5,7,7,697,119,male,25,73,6,7.5,7.5,7.5,7.5,7.5,524,230,TRUE
female,25,69,6.5,7.5,7.5,7.5,7.5,7.5,1822,230,male,30,69,5.5,7.5,7.5,7.5,7.5,7.5,1154,230,TRUE
female,25,60,5.5,7.5,7.5,7.5,7.5,7.5,742,519,male,25,73,5.5,7.5,7.5,7.5,7,7.5,418,447,FALSE
female,23,65,4.5,7.5,7.5,7.5,8,7.5,712,449,male,26,69,5,8,7.5,7.5,7.5,7.5,699,438,FALSE
female,27,66,6.5,7.5,7.5,8,7.5,7,1369,230,male,30,69,4.5,7,8,7.5,8,7.5,1191,228,FALSE
female,25,62,6.5,7.5,7,7.5,7.5,7.5,700,401,male,24,73,6,8,7.5,7.5,7,7.5,1986,512,TRUE
female,24,66,5,7.5,7.5,7.5,7.5,7.5,782,477,male,24,71,5.5,7.5,6.5,8,7,7,710,230,FALSE
female,27,65,4.5,8,7.5,8,7,7.5,942,412,male,28,68,4.5,7.5,7,7.5,7,7,512,163,TRUE
female,27,63,6,8,7.5,8,8,7.5,1267,226,male,25,70,5.5,8,8,8,8.5,7.5,1643,532,TRUE
female,22,64,7.5,8,7,8,8,7.5,2122,230,male,25,70,6,7.5,7,7.5,7.5,7.5,871,230,TRUE
female,30,64,5,8,7.5,8,8.5,7.5,1448,138,male,31,72,6,8,7,8,8,7.5,563,74,FALSE
female,23,62,6,7.5,7.5,8,7.5,7.5,1142,226,male,25,75,5,7.5,7.5,7.5,7.5,7,1130,402,TRUE
female,26,62,7.5,7.5,7,7.5,7,7.5,519,352,male,28,68,8,7.5,7.5,7.5,7.5,7,1209,388,TRUE
female,25,60,5.5,7.5,7,7.5,7.5,7.5,1008,230,male,28,69,5.5,7.5,7,7.5,7,7.5,451,230,TRUE
female,25,65,7,8,7.5,8,8.5,8,1183,476,male,25,74,7,7,7,7,7,7,1191,295,TRUE
female,23,68,5,8,7.5,8,7,7,931,405,male,24,69,4.5,8,7,8,8,7.5,1688,519,TRUE
female,25,63,5,7.5,7,7.5,7,7.5,972,465,male,31,68,4,8,7,8,7.5,7.5,1515,135,FALSE
female,28,63,6,7.5,7.5,7.5,7.5,7.5,506,204,male,30,74,5,7.5,7.5,8,7,7.5,829,403,TRUE
female,23,63,5.5,7.5,6,7.5,7,7,706,230,male,31,67,6,8,6.5,8,7,7,396,185,FALSE
female,23,67,7,8,7.5,8,8.5,7.5,1576,455,male,23,69,6.5,8,8.5,8,8.5,8,881,436,TRUE
female,25,69,5.5,7.5,6.5,7.5,7,7,796,228,male,26,71,6.5,7,6,7,7,6.5,755,230,TRUE
female,23,62,4.5,7.5,7,7.5,7.5,7.5,909,517,male,27,71,4,8,7,8,7.5,7.5,1609,272,TRUE
female,24,65,6,8,7.5,7.5,8,7.5,968,400,male,24,74,6,8,7,8,8,7.5,725,458,TRUE
female,25,61,7.5,8,7.5,8,7.5,7.5,2452,433,male,24,73,5.5,8,8,8,8.5,7.5,1526,402,TRUE
female,23,67,6,8,6.5,6.5,6.5,7,1271,564,male,24,68,5.5,7.5,7.5,7.5,7.5,7.5,828,264,TRUE
female,26,64,4.5,7.5,7.5,7.5,8,7.5,861,588,male,27,70,5.5,7.5,7.5,8,8,7.5,1356,447,FALSE
female,27,65,6,8,7.5,8,7.5,7.5,1073,230,male,30,70,5.5,7.5,6.5,7.5,8,7.5,295,228,FALSE
female,29,65,7,7,8,7.5,8,7.5,815,352,male,28,71,5,7.5,7.5,7.5,8.5,8,1416,146,FALSE
female,28,64,5.5,8,7.5,8,8,7.5,1336,435,male,28,73,5,7.5,7.5,7.5,7.5,7.5,924,394,FALSE
female,23,65,4.5,8.5,7.5,8,7.5,7.5,1712,672,male,24,67,5.5,7.5,7.5,7.5,7,7,700,227,FALSE
female,24,64,6,8.5,7.5,8,8,7.5,1009,230,male,27,75,6.5,8,7.5,8,8,7.5,2138,230,TRUE
female,23,65,6,7.5,8,7.5,8,7,1156,462,male,23,70,6.5,8,7.5,8,8,7.5,457,164,TRUE
female,23,67,5.5,7.5,7.5,8,7.5,7.5,1104,492,male,23,70,6,7.5,8,7.5,7.5,7,882,456,TRUE
female,25,63,5,8,7.5,8,7.5,7.5,757,476,male,24,71,5,7.5,8,7.5,8,7.5,751,422,FALSE
female,23,66,6.5,7.5,7.5,7.5,7.5,7.5,1070,450,male,24,74,6,8,7.5,8,8,7.5,696,499,FALSE
female,25,63,4.5,8,7,8,7,7.5,348,336,male,27,70,4.5,7.5,7.5,7.5,7.5,7.5,405,58,FALSE
female,26,63,5.5,7.5,7.5,7.5,7,7.5,523,541,male,30,74,7,7.5,7,7.5,8,7.5,1023,206,FALSE
female,22,63,6,8,7.5,8,8,7.5,1345,230,male,22,74,7.5,7.5,7.5,8,7.5,7.5,694,164,TRUE
female,24,64,6,7.5,7.5,7.5,7.5,7.5,433,408,male,23,70,5,8.5,7,8,7,7.5,1297,490,FALSE
female,26,67,6.5,8,7.5,7.5,8.5,7.5,785,228,male,25,74,6.5,7.5,7.5,7.5,7.5,7.5,1012,226,TRUE
female,26,66,7,7.5,8,7.5,7.5,7.5,686,419,male,27,72,7,7.5,8,7.5,7,7.5,948,215,TRUE
female,23,65,5.5,7.5,7.5,7.5,7.5,7.5,1043,479,male,26,74,5.5,8,7,8,7.5,7.5,844,484,FALSE
female,27,69,6.5,8,7.5,8.5,7.5,7.5,422,230,male,27,75,5,8.5,7.5,8,7,7.5,1041,217,FALSE
female,24,65,5,7.5,7.5,7.5,7,7,889,421,male,24,75,6,8,7,8,7.5,7.5,996,223,TRUE
female,23,67,6,8,7.5,8,7,7.5,767,400,male,22,70,6,7.5,7.5,8,8,7.5,775,324,FALSE
female,24,64,6.5,8,7.5,8,7.5,7.5,1028,449,male,23,77,6,7.5,7.5,7.5,8.5,7.5,876,448,TRUE
female,27,64,5.5,7.5,8,7.5,8,7.5,1270,510,male,31,71,4,7.5,7.5,7.5,8.5,8,448,54,FALSE
female,28,65,7,8.5,7.5,8.5,8.5,8,1136,706,male,27,72,6.5,8,7.5,8,7.5,7.5,581,482,TRUE
female,23,66,6,7.5,7.5,7.5,7,7,716,230,male,26,72,4.5,8.5,7.5,8,7.5,7.5,1149,230,FALSE
female,23,61,5,8,7,8,7.5,7,1312,524,male,27,68,4.5,8,7,8,8.5,8,864,230,FALSE
female,26,64,6,8,7.5,7.5,8,7.5,578,262,male,30,71,5.5,7.5,7,7.5,7.5,7.5,656,211,TRUE
female,25,70,7.5,7.5,7.5,8,8,7.5,1105,230,male,25,70,5.5,7.5,7.5,8,7,7.5,717,205,FALSE
female,23,72,5,8,7.5,8,7.5,7.5,835,230,male,26,69,5,7,7.5,7.5,8.5,7.5,340,366,FALSE
female,22,64,5,8,7.5,8,8.5,7,526,479,male,28,68,5.5,7,7,7,8,7.5,556,13,TRUE
female,25,68,5.5,7.5,7.5,7.5,8,7.5,547,230,male,24,71,6,7.5,7.5,7.5,8,7.5,1089,229,TRUE
female,24,64,5,7.5,7,7.5,7.5,7.5,613,398,male,24,74,5,8.5,7.5,7.5,8.5,8,1300,210,FALSE
female,25,63,5,7.5,7.5,7.5,7,7.5,548,561,male,33,73,6.5,7.5,7,7.5,8.5,7.5,138,55,FALSE
female,24,66,5.5,8,7.5,8,7.5,7.5,891,230,male,28,73,5,8.5,7,8,6.5,7,439,123,FALSE
female,25,62,6.5,7.5,7.5,7.5,8,7.5,1356,216,male,24,77,6.5,8,8,7.5,7.5,7.5,817,284,FALSE
female,25,65,7.5,8,7.5,8,8.5,7.5,1478,537,male,30,67,6,8,7.5,8,8.5,7.5,1389,80,FALSE
female,26,64,5.5,7,7,7,7,7,510,230,male,26,70,5.5,8,7,8,7,7.5,1746,224,FALSE
female,24,67,6.5,8,7.5,8,7.5,7.5,1040,230,male,26,74,6,8,7.5,7.5,8,8,361,116,TRUE
female,22,67,5.5,8,7.5,8,7.5,7.5,847,230,male,22,72,5.5,8,7.5,8.5,7.5,7.5,864,222,FALSE
female,26,65,6,7.5,7.5,8,7,7.5,775,196,male,25,73,5,7.5,7,7.5,7,7,471,130,TRUE
female,25,65,6.5,8,7,8,7.5,7,1518,902,male,29,73,6.5,8,7.5,8,7.5,7.5,590,192,FALSE
female,25,64,7,7.5,8,8,7,7.5,867,502,male,25,74,6.5,8,7.5,8,8,7.5,1867,575,TRUE
female,23,71,5.5,9,7.5,8.5,7.5,7.5,843,230,male,26,66,5,8,7,8,7.5,7.5,734,229,TRUE
female,21,68,5.5,7.5,7.5,7.5,8,7.5,737,230,male,26,67,5,7.5,7.5,7.5,8.5,7.5,1372,255,TRUE
female,24,65,6,7.5,7.5,7.5,7,7.5,1387,230,male,29,67,6,7.5,8,7.5,8,7.5,663,435,TRUE
female,24,63,6,8,7.5,7.5,8,7.5,750,456,male,24,70,7.5,8,7.5,8,7.5,7.5,905,456,TRUE
female,24,66,7,8,7.5,8,7.5,7.5,1212,673,male,23,72,7.5,8,7.5,7.5,8.5,8,1326,527,FALSE
female,25,67,5.5,7.5,7.5,7.5,7.5,7.5,1112,227,male,24,69,5.5,7.5,7.5,7.5,7,7,424,225,FALSE
female,29,68,5.5,7.5,7.5,7.5,7.5,7.5,714,431,male,30,75,5,8,7.5,8,7,7.5,662,48,FALSE
female,26,64,5.5,7.5,7.5,7.5,7.5,7.5,1551,722,male,26,69,5,8,7.5,8,7.5,7.5,646,192,FALSE
female,29,63,5,7.5,7.5,7.5,7.5,7.5,990,305,male,32,71,4,8,7,8,7,7,199,92,FALSE
female,24,69,6,8,7,8,8,7.5,854,230,male,25,70,6,8,7.5,8,8.5,7.5,1391,216,FALSE
female,24,64,6,7.5,7.5,7.5,7,7,1142,618,male,23,71,6,8,8,8,8,7.5,565,793,TRUE
female,24,64,6,8,7,8,8,7.5,660,627,male,23,69,5.5,7.5,7.5,7.5,8.5,7.5,1599,456,TRUE
female,25,66,7.5,7.5,7.5,7.5,7.5,7.5,473,227,male,32,76,6,8,7.5,8,9,7.5,819,230,TRUE
female,25,70,6.5,7.5,7.5,7.5,7.5,7.5,487,229,male,25,74,6,8,7.5,8,7.5,7.5,1447,230,FALSE
female,29,65,6.5,8,7,8,7,7.5,395,136,male,28,72,5,8,7,8,7,7.5,210,80,TRUE
female,25,63,5.5,7.5,7,7.5,7,7.5,658,474,male,28,71,4,7.5,7,7.5,7,7,102,34,FALSE
female,24,64,5.5,8,7.5,8,7,7.5,1146,453,male,26,76,6,8,7.5,8,7,7.5,1251,400,FALSE
female,24,68,6.5,7.5,8,7.5,7,7.5,1519,433,male,26,68,6,8.5,7.5,8,8,7.5,1198,415,TRUE
female,22,67,6,8.5,7.5,8,7.5,7.5,571,230,male,25,71,5,8,7,8,7,7,1595,228,TRUE
female,22,64,6,7.5,7.5,7.5,8,7.5,353,213,male,25,68,5.5,8.5,7,8,7.5,7.5,495,230,TRUE
female,27,70,6,7.5,7.5,8,7.5,7.5,1412,413,male,32,74,6,8,7.5,8,7.5,7.5,1445,230,TRUE
female,24,64,5,8,7.5,8,7,7.5,1468,481,male,27,68,6,7.5,7.5,7.5,7.5,7.5,595,119,TRUE
female,26,67,7,8,7.5,7.5,8,7.5,1042,305,male,30,71,6,8,7.5,8,7.5,7.5,577,78,TRUE
female,30,62,5,7.5,7.5,7.5,7,7.5,307,320,male,27,71,4.5,8,7.5,8,7,7.5,1728,406,TRUE
female,27,65,6.5,7.5,7.5,7.5,7.5,7.5,549,644,male,34,72,5.5,7.5,7,8,7,7.5,447,149,FALSE
female,24,70,5.5,8,7.5,8,7,7.5,902,512,male,32,67,4.5,8,7,8,7.5,7.5,416,417,FALSE
female,26,69,6,8,7.5,8,7.5,7,837,230,male,27,78,5.5,7,7,7,8,7.5,393,175,TRUE
female,22,64,6.5,7.5,7.5,8,7.5,7.5,906,225,male,23,68,6.5,7.5,7.5,7.5,8,7.5,1755,230,FALSE
female,24,66,5,8,7,8,7,7,430,549,male,27,69,5,8,6.5,8,7,7,267,46,FALSE
